split;reason;text;value
57659;name_party;":
Det lød måske mere som en kommentar, men hvis hr. Christian
Langballe kigger på det samlede lovforslag, der ligger her, så kan
han se, der er en lang række fravigelser fra tidligere love, alt fra, som
jeg nævnte før, planloven til, at vi kan få hjælp af private aktører, og
til, at vi kan indføre opholdspligt osv. Altså, det er jo noget, som er
blevet rettet i en særlig situation. 4 uger er forholdsvis lang tid. Vi
kunne se, at vi hastebehandlede lovforslaget, der markant ændrede
på det, på, som jeg husker det, 3 dage. Så jeg mener, det her er inden
for vores retsprincipper, men skulle der opstå noget, der er endnu
mere exceptionelt end det, man kunne frygte for her, så kan Folketinget stadig væk tage hånd om det.";Marcus Knuth
58393;Time;;Kl. 13:50
58421;title_name;":
Tak for det. Der er ikke flere kommentarer. Hr. Nikolaj Villumsen,
Enhedslisten. Det er som ordfører.";Pia Kjærsgaard
58534;Time;(Ordfører);Kl. 13:50
58569;name_party;":
Tak for det. Regeringen foreslår med lovforslaget at permanentgøre
de ændringer af bl.a. planloven, den øgede adgang til frihedsberøvelse, visitering og indskrænkning af klageadgangen, som blev indført
gennem hastebehandling her i Folketinget i 2015. Vi taler altså om
en fjernelse af de revisionsbestemmelser, som blev indført med den
daværende lovgivning. Det var en dybt kontroversiel lov, da den
blev vedtaget, fordi den gør det muligt at lave nogle meget voldsomme indgreb i frihedsrettighederne for mennesker, der intet ulovligt
har foretaget sig. Det handler om mennesker, der er kommet til Danmark for at søge asyl, mennesker, som for en stor dels vedkommende er på flugt fra krig og undertrykkelse. De er ikke kriminelle, og
de skal ikke behandles som sådan.
Det er tydeligt, at regeringen med dette lovforslag ønsker at opretholde et billede af, at der er store masser af mennesker, der står på
spring for at storme den danske grænse. Kigger man ud i virkeligheden, kan man se, at det tydeligvis ikke er tilfældet. Danmark har lige
nu rekordfå asylansøgere, og faktisk kom de foranstaltninger, der
blev indført i 2015, aldrig i brug. Regeringen ønsker tydeligvis at
permanentgøre en skræmmekampagne om, at flygtninge vælter ind
over grænsen, og Socialdemokratiet er som sædvanlig faldet i fælden.
Men det er ikke bare os i Enhedslisten, der er kritiske over for det
her lovforslag fra regeringens side. I høringssvarene bliver der slået
alarm over for manglende retssikkerhed og krænkelser af menneskerettighederne. Eksempelvis lyder det fra Advokatsamfundets generelle bemærkninger til lovforslaget, at det er »særdeles bekymrende,

11

at man med lovforslaget agter at gøre en række retssikkerhedsmæssige betænkelige midlertidige bestemmelser ... permanente«. Advokatsamfundet kritiserer ligeledes, at politiets magtmonopol uddelegeres
til private aktører. Dansk Flygtningehjælp gør opmærksom på, at der
bør være en øvre grænse for frihedsberøvelse af asylansøgere på
maksimalt 7 eller 14 dage, samt at der bør laves en individuel vurdering af, om asylansøgeren kan være et torturoffer, der vil tage skade
af frihedsberøvelsen. Advokatrådet finder det retssikkerhedsmæssigt
særdeles betænkeligt, at det foreslås at bemyndige ministeren til at
suspendere retten til automatisk domstolsprøvelse. Dansk Flygtningehjælp opfordrer til, at suspensionen af domstolsprøvelsen ophæves
hurtigst muligt, mens Institut for Menneskerettigheder er af den opfattelse, at det er en krænkelse af menneskerettighederne, nærmere
bestemt artikel 5, stk. 4, i menneskerettighedskonventionen, hvis
man først har mulighed for at komme for en domstol efter 4 ugers
frihedsberøvelse.
Det er blot for at nævne nogle af bekymringerne, som rejses i høringssvarene. Der er altså tale om voldsomme indgreb imod asylansøgere på baggrund af, at disse ikke har gjort andet end at bede Danmark om beskyttelse. Jeg må sige, at jeg er trist. Jeg er trist over, at
vores land er faldet så dybt, at man uden en konkret anledning, uden
at den kontroversielle lov, som blev vedtaget i 2015, har været brugt
en eneste gang, vælger at gå så meget på kompromis med grundlæggende retssikkerhedsprincipper. Enhedslisten er selvfølgelig imod
forslaget, da vi ikke ønsker at behandle mennesker på flugt som kriminelle, men ønsker at værne om menneskers retssikkerhed, også
selv om de skulle være så uheldige at være blevet drevet på flugt fra
krig og undertrykkelse.";Nikolaj Villumsen
62012;Time;;Kl. 13:55
62040;title_name;":
Ja, det var det. Og der er en række kommentarer. Hr. Marcus Knuth,
Venstre. Værsgo.";Pia Kjærsgaard
62135;Time;;Kl. 13:55
62153;name_party;":
Tak til hr. Nikolaj Villumsen. Der er utrolig meget, jeg gerne ville
spørge ind til, for jeg er uenig i meget af, som ordføreren lige har
sagt, men det har jeg jo begrænsede muligheder for, så jeg vil holde
mig til det, som ordføreren selv spurgte mig om, som handlede om
de her faciliteter, som vi opstillede, og som vi kunne bruge, i tilfælde
af at der igen kom et stort pres på de danske grænser.
Det første, vi bemærkede i sommeren 2015, da flygtninge og migranter vandrede op ad motorvejen, var jo, at vi ikke havde et passende sted at placere de her mennesker – der var ikke faciliteter til
rådighed. Det er jo derfor, det er så indlysende i mine øjne, at selvfølgelig skal man da have et nødberedskab. Hvordan kan ordføreren
mene, at det ikke giver mening at have et nødberedskab, når vi så situationen i Rødby, hvor politiet var nødt til at indkvartere de her
mennesker på en nedlagt skole, fordi de stod i en situation, hvor de
ikke havde de rigtige redskaber? Hvordan kan ordføreren være uenig
i, at vi selvfølgelig skal have et nødberedskab?";Marcus Knuth
63217;Time;;Kl. 13:56
63245;title_name;":
Værsgo til ordføreren.";Pia Kjærsgaard
63279;Time;;Kl. 13:56
63303;name_party;":
Det er klart, at hvis der kommer mange mennesker til Danmark, som
der eksempelvis gjorde i 1990'erne, da der kom mange flygtninge fra
Balkan, så kan man opstille telte for sommeren i en kortere periode,
som man gjorde dengang, indtil man finder ordentlige pladser, ordentlige huse, som de kan være i om vinteren. Men jeg må sige, at
jeg er fuldstændig dybt forundret over, at et erfarent medlem fra

12

Onsdag den 11. april 2018 (L 197)

Venstre, som jeg ved sågar også har beskæftiget sig med europæisk
politik og udenrigspolitik, i sommeren 2015 ikke opdagede, at der
var ved at ankomme mange flygtninge til Grækenland, at der var
mange flygtninge, der gik igennem Balkan, at der var mange flygtninge, der ankom til Tyskland. Det tror jeg stort set alle medier beskæftigede sig med, og derfor var det jo heller ikke helt umuligt at
forudse, at der også ville begynde at komme mennesker til Danmark.
Derfor synes jeg, at det er så absurd, at man føler, at man blev
overrasket og ikke, som vi eksempelvis diskuterede tidligere, på 7
dage kunne opstille nogle teltlejre. Det, man gør her, er jo både at
lave nogle voldsomme indgreb i retssikkerheden, men også at træffe
nogle foranstaltninger, som om der er en permanent krisesituation,
som jo tydeligvis ikke er der og ikke har været der i de 3 år, hvor
den her lov har eksisteret.

punkt er så utopisk, at det ikke har nogen gang på jorden, er selvfølgelig let nok.
Jeg spørger så bare ganske enkelt: Jeg kan høre, at der heller ikke
skal stilles teltlejre op, selv om man måske ved, at der kommer mange mennesker. Hvad skal man egentlig gøre? Hvad skal man forberede sig på? Skal de samme retsprincipper, som gælder for danske
statsborgere, gælde for hele verden? Skal det sociale system gælde
for hele verden? Det er jo sådan set det, man gang på gang hører Enhedslisten sige, uden overhovedet at være ansvarlig over for det
synspunkt, at der er nogle, der skal betale regningen, at der er nogle
borgere her i landet, som skal bære byrderne. Ordføreren påstår så
også, at alle de folk, der kom til landet under migrantkrisen, var
flygtninge. Det er notorisk forkert, og det passer jo ikke.";Nikolaj Villumsen
65459;Time;;Kl. 14:00
65470;Time;;Kl. 13:57
65498;title_name;":
Ordføreren.";Pia Kjærsgaard
65539;title_name;":
Hr. Marcus Knuth. Ja, værsgo.";Pia Kjærsgaard
65581;Time;;Kl. 14:00
65591;Time;;Kl. 13:57
65609;name_party;":
Tak, jeg hørte ikke formanden. Det, som ordføreren siger her, giver
jo ikke nogen mening. Ordføreren siger, at ordføreren var klar over,
at der ville komme store strømme af mennesker mod Danmark –
men det husker jeg ikke ordføreren sagde, en uge inden flygtninge
og migranter vandrede op ad motorvejen.
Men lad mig stille spørgsmålet på en anden måde: Hvis vi et år
senere i vinterkulden pludselig igen blev ramt af tusindvis af mennesker, der ankom til de danske grænser, og vi ikke havde det her nødberedskab, de her telte at placere folk i, og vi så pludselig stod med
tusindvis af mennesker på en mark – hvad jeg ved – i Sønderjylland
eller på Lolland og ikke havde et sted at sende dem hen, ville ordføreren så mene, at det var rettidig omhu, at vi havde lavet de her nødlejre, eller ville ordføreren mene, at det var spild af penge?";Marcus Knuth
66459;Time;;Kl. 13:58
66483;name_party;":
Tak for det. Der var mange fuldstændig forfejlede påstande. Jeg har
ikke påstået, at samtlige mennesker, der kom og bad om asyl, var berettiget til asyl. Det er jo en behandling, der skal foretages. Derfor
kalder jeg dem asylansøgere. Jeg har ikke påstået, at samtlige mennesker i verden skal være en del af det danske sociale system. Jeg
ved ikke, hvor ordføreren har den påstand fra. Det mener vi selvfølgelig ikke i Enhedslisten.
Det, vi til gengæld mener, er, at mennesker, som er på flugt, skal
have mulighed for at få en reel asylbehandling og skal behandles ordentligt, ikke udsættes for mulige krænkelser af menneskerettighederne, som der bliver slået alarm for at det her lovforslag kan gøre,
ikke have deres retssikkerhed trådt under fode, ikke frihedsberøves,
når de intet kriminelt har foretaget sig og slet ikke frihedsberøves
uden at have mulighed for at gå til en dommer før efter 4 uger. Det
er grundlæggende retsstatsprincipper, grundlæggende værdier, som
jeg finder er danske, og som jeg har tænkt mig at forsvare.";Nikolaj Villumsen
67545;title_name;":
Værsgo.";Pia Kjærsgaard
67565;Time;;Kl. 14:01
67575;Time;;Kl. 13:58
67599;name_party;":
Jamen altså, lad os nu forholde os til, hvordan virkeligheden har været i de år, hvor den her lov har været gældende. Der er ikke et eneste menneske, ikke en eneste asylansøger, der har befundet sig i de
lejre, som regeringen brugte 45 mio. danske skattekroner på at stille
op. Nu vil man så permanentgøre det her tiltag, til trods for at Advokatsamfundet, Advokatrådet, en lang række menneskerettighedsorganisationer og civilsamfundsorganisationer, der arbejder med flygtninge og asylansøgere, advarer om, at det er voldsomme indgreb i
retssikkerheden, ja, det er måske krænkelser af menneskerettighederne. Jeg mener, det er en helt, helt forkert måde at gribe modtagelsen
af mennesker, der er på flugt og beder om beskyttelse i Danmark, an
på.";Nikolaj Villumsen
68356;Time;;Kl. 13:59
68384;title_name;":
Tak. Hr. Christian Langballe.";Pia Kjærsgaard
68425;Time;;Kl. 14:01
68451;name_party;":
Det er der, vi bare er grundlæggende uenige, for jeg vil så påstå, at
hvis ordføreren fik sin vilje og det virkelig blev til det gængse i landet, ville landet blive væltet omkuld og gå i opløsning. Jeg advarer
bare imod, at andre skulle følge den trend, altså det, at alle flygtninge pr. definition har et krav på at komme til Danmark – og vi taler
om 70 millioner flygtninge i verden. Hvis de alle sammen satte retning mod Danmark, hvor ville ordføreren så selv sætte grænsen for
sine egne hellige principper? Jeg spørger bare.";Christian Langballe
68991;Time;;Kl. 14:02
69019;title_name;":
Værsgo til ordføreren.";Pia Kjærsgaard
69053;Time;;Kl. 14:02
69081;title_name;":
Så er det hr. Christian Langballe, Dansk Folkeparti.";Pia Kjærsgaard
69145;Time;;Kl. 13:59
69171;name_party;":
Jeg spekulerer en gang imellem på, at hvis det nu skete, at Enhedslisten på alle områder fik deres politik igennem, om landet så ikke ville bryde sammen. Det er jo ikke engang løgn. Men det at man kan
holde sig helligt uden for og altid kritisere, fordi ens eget udgangs-";Christian Langballe
69468;name_party;":
Det er jo sådan en absurd skræmmekampagne, at der skulle være 70
millioner mennesker på vej til at vælte ind over den danske grænse,
hvis ikke lige præcis det her lovforslag (Christian Langballe (DF)
råber noget til ordføreren fra sin plads) ... Nu er det mig, der har ordet!

Onsdag den 11. april 2018 (L 197)";Nikolaj Villumsen
69792;Time;;Kl. 14:05
69803;Time;;Kl. 14:02
69831;title_name;":
Ja, vi skal lige passe på følelserne her.
Værsgo, det er ordføreren nu.";Pia Kjærsgaard
69914;Time;;Kl. 14:02
69938;name_party;":
... hvis ikke det her lovforslag, som muligvis krænker menneskerettighederne, og som i hvert fald træder på retssikkerheden, blev vedtaget. Hvad skal vi gøre for at hjælpe flygtninge i verden? Vi skal da
først og fremmest undgå, at de tvinges på flugt. Det burde Dansk
Folkeparti da bl.a. have tænkt over, før de indledte en krig i Irak, en
krig i Afghanistan, som har sendt en masse mennesker på flugt, men
ikke mindst også nu her, aktuelt, hvor vi ser, at Dansk Folkepartis
nære samarbejdspartner (Formanden (Pia Kjærsgaard): Ja tak! Så er
taletiden overskredet), den tyrkiske præsident for NATO-landet Tyrkiet, har jaget 300.000 på flugt i Syrien. Nå, jo, men det er jo der
(Formanden (Pia Kjærsgaard): Taletiden er overskredet!), man må
gribe ind (Formanden (Pia Kjærsgaard): Hallo!), hvis man vil stoppe, at folk jages på flugt mod Danmark.

13";Nikolaj Villumsen
70810;name_party;":
Nej, men i efteråret 2015 blev det danske samfunds kapacitet testet
lidt. Jeg havde i hvert fald et par borgmestre i røret, som sagde, at de
syntes, det var lidt svært at finde midlertidig indkvartering til nogle
af de asylansøgere, der blev henvist til dem. Og det skyldtes jo bl.a.,
at vi havde en regel om, at hvis der var for meget støj i et område,
kunne man ikke etablere midlertidige boliger der. Der ændrede vi så
loven og sagde: Okay, det kan godt være, der er støj, men der er titusindvis af danskere, der bor tæt på en motorvej og har støj, så her
giver vi kommunerne mulighed for at lave midlertidig indkvartering
tæt på en støjkilde.
Nu diskuterer vi så, om vi ikke skal gøre de regler permanente.
Kan Enhedslisten ikke støtte det, eller er Enhedslisten bare imod
enhver form for forberedelse til en lignende situation i fremtiden?";Mattias Tesfaye
71666;Time;;Kl. 14:05
71694;title_name;":
Værsgo.";Pia Kjærsgaard
71713;Time;;Kl. 14:05
71724;Time;;Kl. 14:03
71752;title_name;":
Man skal lige høre efter, hvad formanden siger, og vi skal respektere
hinanden herinde, på begge sider.
Værsgo til hr. Mattias Tesfaye.";Pia Kjærsgaard
71899;Time;;Kl. 14:03
71920;name_party;":
Tak. Dagens lovforslag handler om flere forskellige ting. Dels giver
det kommunerne nogle mere fleksible muligheder for at indkvartere
flygtninge, dels er der det her med domstolsprøvelsen, hvor der nu
foreslås en 4-ugersgrænse. Jeg kan forstå, at Dansk Folkeparti er uenige i den sidste del af lovforslaget, og at man egentlig støtter den
første del. Vi kan godt støtte begge dele af lovforslaget.
Men jeg er egentlig interesseret i at høre, hvis man nu forestillede
sig, at lovforslaget blev delt op, om Enhedslisten så ville kunne støtte det første, altså at ... [lydudfald] ... midlertidigt at indkvartere
flygtninge, i tilfælde af at vi endte i sådan en situation igen.";Mattias Tesfaye
72606;Time;;Kl. 14:04
72634;title_name;":
Så er det Enhedslisten. Værsgo.";Pia Kjærsgaard
72691;name_party;":
Enhedslisten er ikke imod enhver form for forberedelse, men jeg
mener, det her er at skyde fuldstændig ved siden af. Altså, vi så i
1990'erne, at man kunne tage imod 10.000 flygtninge fra Balkan
uden at have behov for at lave en lignende lovændring. Dengang var
det Socialdemokratiet, der sad med regeringsmagten, og man stod
fast på ordentlige forhold, selv om der var en ekstraordinær situation.
Nu laver man en meget, meget vidtgående lovgivning, forlænger
den og fjerner solnedgangsklausulen og revisionsbestemmelsen,
uden at den her lov har været brugt en eneste gang for et eneste menneske, der er kommet til Danmark og har søgt asyl i de 3 år, den har
eksisteret. Jeg må sige, at det undrer mig meget, og jeg tror, at der er
mange socialdemokratiske forkæmpere for retssikkerheden gennem
historien, også dem, der var aktive i 1990'erne, der undrer sig over,
at det virkelig er Socialdemokratiets position i dag.";Nikolaj Villumsen
73621;Time;;Kl. 14:07
73649;title_name;":
Tak for det. Der er ikke flere korte bemærkninger. Så er det fru Laura Lindahl som ordfører for Liberal Alliance. Værsgo.";Pia Kjærsgaard
73782;Time;;Kl. 14:07
73793;Time;;Kl. 14:04
73817;name_party;":
Jeg synes, der er flere ting, som er dybt problematiske ved det her
lovforslag, og jeg mener ikke, at vi står i en akut situation, hvor vi er
truet af, at der kommer enormt mange mennesker væltende ind over
den danske grænse. Så må jeg sige, at jeg heller ikke forstår, at Socialdemokratiet køber den præmis og hopper i den fælde, som jeg
mener regeringen her laver, hvor man tager nogle meget, meget vidtgående initiativer, som truer retssikkerheden, og som en lang række
organisationer råber vagt i gevær over for, bl.a. fordi de krænker
retssikkerheden, men også muligvis krænker menneskerettighederne,
når man ikke en eneste gang i de sidste 3 år har haft brug for at indkvartere et eneste menneske i de lejre, som det er muligt at oprette
med det her lovforslag.";Nikolaj Villumsen
74596;Time;;Kl. 14:05
74624;title_name;":
Tak. Så er det hr. Mattias Tesfaye.

(Ordfører)";Pia Kjærsgaard
74692;name_party;":
Som en reaktion på flygtningesituationen i 2015 indførte man en
række særregler, således at myndigheder fik værktøjer til at håndtere
en ret ekstraordinær situation. Af disse blev tre omfattet af en solnedgangsklausul, som så udløber den 1. december 2019. Det drejer
sig om muligheden for at pålægge kommuner operatøransvar for
asylcentre, muligheden for, at private kan bistå myndighederne, og
adgangen til at frihedsberøve udlændinge uden at stille dem for en
domstol inden for 3 dage. Når de her tre forslag var omfattet af en
solnedgangsklausul, var det jo, fordi det var nogle ret ekstraordinære
tiltag, som kun kan retfærdiggøres i en helt ekstraordinær situation.
Med forslaget her afskaffer man solnedgangsklausulerne på to af
forslagene, og man udskyder solnedgangsklausulen på det tredje.
Derudover bibeholder man de to regler som permanente i lovgivningen, og man indfører så en 4-ugersgrænse i forhold til domstolsprøvelsen. Det gør vi jo ud fra en betragtning om, at det er bedst at have
de her regler på plads, inden man står i en krisesituation, og vi synes
sådan set også, at man er nødt til at have en eller anden betragtning
om, at man selvfølgelig ikke skal bruge de her regler lemfældigt. Det

14

Onsdag den 11. april 2018 (L 197)

er også vigtigt for os, at vi følger nøje med i, at man ikke anvender
reglerne bredere, end det er tiltænkt. Men vi mener sådan set også, at
det giver mening at have lovgivningen på plads i den situation, at der
skulle opstå en krisesituation. Så Liberal Alliance støtter forslaget.";Laura Lindahl
76240;Time;;Kl. 14:08
76268;title_name;":
Tak til ordføreren. Det er den næste ordfører, som er fru Carolina
Magdalene Maier, Alternativet.";Pia Kjærsgaard
76377;Time;(Ordfører);Kl. 14:09
76420;name_party;":
Tak for det. Som det blev nævnt, har det her lovforslag, vi behandler
i dag, primært til formål at ophæve revisionsbestemmelser i en række love, som blev vedtaget i 2015, nemlig lov om midlertidige opholdssteder til flygtninge, midlertidig indkvartering af flygtninge og
håndtering af flygtninge- og migrantsituationen, og man ønsker altså
at gøre de her ændringer permanente med det her lovforslag. På den
måde mener jeg at lovforslaget jo er udtryk for, at regeringen mener,
at de ekstraordinære bestemmelser, som blev vedtaget med de gamle
lovforslag, fortsat er nødvendige at opretholde, og det har vi jo allerede været inde på i debatten her i dag: Er det nødvendigt at opretholde nogle lovændringer, som er blevet indført i en ekstraordinær
situation, når situationen er anderledes i dag? Venstres egen ordfører, hr. Marcus Knuth, sagde det jo meget fint i sin tale, altså at tingene er meget anderledes i dag, end de var i 2015. Derfor kunne jeg
meget godt tænke mig indledningsvis at høre – det kan være, at ministeren kommer ind på det i sin tale – om ministeren fortsat mener,
at Danmark kan betragtes som værende i en undtagelseslignende tilstand på grund af pres på Danmarks ydre grænser.
Jeg kan starte med at sige, at Alternativet ikke bakker op om forslaget, og det gør vi ikke, fordi vi helt grundlæggende mener, at en
række af de bestemmelser, der blev indført med loven om håndtering
af flygtninge- og migrantsituationen, er et skridt i den forkerte retning, at de er et skridt væk fra et demokratisk retssamfund, og at de
strider mod vores grundlæggende frihedsrettigheder. Lovforslaget
om håndteringen af flygtninge- og migrantsituationen blev vedtaget
på trods af skarp kritik fra bl.a. Institut for Menneskerettigheder,
Amnesty International og en lang række andre organisationer. Lige
fra CEPOS til Amnesty International var der enighed om, at de
stramninger, der blev vedtaget i 2015, bryder med de retsstatsprincipper, som det danske samfund hviler på.
Vi kan også godt forstå i Alternativet, at man under ekstraordinære omstændigheder kan henledes til at tage ekstraordinære midler
i brug, men de må aldrig sætte vores grundlæggende retsprincipper
ud af spil, tværtimod. Det er netop i ekstraordinære situationer, at
vores demokratiske retsstatsprincipper og menneskerettigheder kan
komme under pres. Og derfor mener vi, at det i sådan nogle situationer er afgørende, at vi beskytter retssikkerheden, det fundament, som
vores retssamfund er bygget på.
Som Institut for Menneskerettigheder påpegede i 2015, er det
særlig reglerne om frihedsberøvelse af asylansøgere, som er problematiske for os i Alternativet. Frihedsberøvelse er et vidtgående indgreb i den personlige frihed, og derfor mener vi altså ikke, det er et
magtmiddel, man skal bruge i videst muligt omfang, som der står, eller som motivationsfremmende foranstaltning. Vi mener heller ikke,
at private aktører skal bistå myndigheder med magtanvendelse som
udgangspunkt, f.eks. ved brug af håndjern.
Men som sagt: Det, som vi i Alternativet finder mest bekymrende
i det her lovforslag, er, at man med lovforslaget om håndtering af
flygtninge- og migrantsituationen gav ministeren bemyndigelse til at
suspendere den automatiske domstolsprøvelse efter 3 døgn, og det
betyder jo, at mennesker på flugt kan frihedsberøves på ubegrænset
tid og ikke automatisk skal stilles for en dommer. Man svækkede

dermed domstolskontrollen og krænkede den enkeltes retssikkerhed.
Vi mener ikke, at det skal være ministeren, der har den magt. Vi finder det selvfølgelig positivt, at man med det her lovforslag begrænser perioden til 14 dage, men vi mener stadig væk, at det er for lang
tid. Det er jo interessant, for som hr. Christian Langballe sagde, jeg
tror, han formulerede det sådan: Hvorfor skal personer, som ikke er
danskere, altså udlændinge, som ikke har opholdstilladelse i Danmark, have ret til en domstolsprøvelse? Ja, det skal de, fordi de er
mennesker, og alle mennesker har nogle grundlæggende rettigheder,
også selv om de ikke er danskere. Den Europæiske Menneskerettighedskonvention sætter jo også spørgsmålstegn ved, om det her er inden for rammerne, inden for skiven, så jeg kunne også godt tænke
mig en nærmere redegørelse for, hvordan den her øvre grænse på 4
uger for domstolsprøvelse korresponderer med den europæiske menneskerettighedskonvention og domstolens praksis.
Så det kan være, at ministeren kan give os et svar på det heroppefra, eller at vi skal stille det som et skriftligt spørgsmål efterfølgende. Men som sagt kan vi ikke stemme for det her lovforslag.";Carolina Magdalene Maier
80991;Time;;Kl. 14:13
81019;title_name;":
Tak. Der er en kommentarer. Hr. Marcus Knuth, Venstre.";Pia Kjærsgaard
81085;Time;;Kl. 14:13
81103;name_party;":
Tak. Jeg tror, vi alle sammen kan være enige om, at vi skal værne
om vores basale retsprincipper, men her er der jo altså tale om en
helt særlig situation. Jeg husker i 2015, at jeg var i Malmø, jeg tror
faktisk, at det var med fru Sofie Carsten Nielsen, for at se, hvordan
situationen var i Sverige. Og som jeg husker det – nu er det fra min
hukommelse – ankom der til Sverige den oktober måned rundt regnet 40.000 asylansøgere – 40.000 på en måned, som jeg husker det.
Det viser jo altså, at det ikke er urealistisk, at der igen kan komme et
massivt pres på de danske grænser, og der er jo altså stadig væk rigtig, rigtig mange, der rejser over fra Middelhavet. Rent lavpraktisk,
hvordan mener ordføreren så vi skulle løse en situation, hvor der måske kommer tusindvis af asylansøgere til Danmark, hvis vi ikke kan
tilsidesætte noget som f.eks. retten til en domstolsprøvelse inden for
3 dage?";Marcus Knuth
82010;Time;;Kl. 14:14
82038;title_name;":
Værsgo.";Pia Kjærsgaard
82057;Time;;Kl. 14:14
82089;name_party;":
Tak for det. For det første må regeringen jo også hvile i sin egen politik, for som man også selv har været inde på, er tallet i Danmark
gået væsentligt ned. Så medmindre regeringen ikke selv synes, at
man har opnået succes med sin politik på området, ser jeg ikke nogen grund til, at man begynder at have de her midlertidige løsninger,
kan man sige, gjort permanente i lovgivningen. Noget helt andet er,
at det, der var udfordringen med nogle af lovforslagene sidst, jo var
hastebehandlingen af dem. Vi er indstillede faktisk til, at bl.a. det her
lovforslag om at kunne give kommunerne mulighed for nogle ekstraordinære tiltag skulle igennem en længere behandling, så vi kunne
blive mere sikre på, hvad det er for nogle situationer, der er ekstraordinære. Men det afviste man jo fra regeringens og socialdemokraternes side. Vi lavede et ændringsforslag, som faktisk handlede om, at
vi gerne vil have en fornyet udvalgsbehandling og lovbehandling af
præcis det element med kommunernes muligheder for ekstraordinære tiltag. Så det er jo ikke, fordi vi ikke også godt kan forstå muligheden for eller nødvendigheden af at kunne gøre noget ekstraordinært, men det blev forhastet i sidste runde.

Onsdag den 11. april 2018 (L 197)";Carolina Magdalene Maier
83329;Time;;Kl. 14:18
83340;Time;;Kl. 14:15
83368;title_name;":
Hr. Marcus Knuth.

15";Pia Kjærsgaard
83419;title_name;":
Værsgo.";Pia Kjærsgaard
83438;Time;;Kl. 14:15
83449;Time;;Kl. 14:18
83467;name_party;":
Jeg føler ikke helt, at ordføreren svarede på mit spørgsmål, for mit
spørgsmål drejede sig helt lavpraktisk om den situation, at vi ikke
har den her særlige hjemmel til at kunne tilsidesætte de 3 døgn i en
situation, hvor der potentielt kunne komme mange tusinde asylansøgere til Danmark på kort tid. Og tak for ordførerens ros for vores udlændingepolitik, der har bidraget til, at vi nu har et historisk lavt antal asylansøgere. Men hvis der er en ting, vi har lært af flygtningekrisen, er det, hvor omskifteligt det kan være. Der er jo tusindvis af
migranter, potentielle asylansøgere, flygtninge, rundtomkring i
Europa, og hvis de kommer i bevægelse og pludselig søger imod
Danmark, og vi så ikke har mulighed for at få stillet folk for en domstol inden for 3 døgn, hvad vil ordføreren så gøre ud over det, som vi
foreslår her?";Marcus Knuth
84331;name_party;":
Sådan som lovforslaget blev formuleret, og som det så også ligger i
dag, kunne vi ikke støtte det, fordi det var uklart flere steder i lovforslaget, hvad det er for nogle kriterier, der skal til: Hvor lang tid må
man f.eks. være indkvarteret som enlig i et værelse sammen andre?
Hvor lang tid må man være indkvarteret i nogle af de her områder,
hvor man overskrider bestemmelserne om støjniveau? Der var uklarheder i lovforslaget, og det var jo derfor, at vi bad om, at man gennemførte det, uden at det var en hastebehandling. Så vi vil meget gerne gå igennem endnu en lovgivningsproces, hvor vi så får nogle
mere klare kriterier for, hvad det er for nogle bemyndigelser, kommunen har. For vi er jo slet ikke uenige i muligheden, som kommunerne har, for at kunne afvige i nogle akutte situationer. Men der er
simpelt hen for mange uklarheder i det, der ligger her i dag.";Carolina Magdalene Maier
85214;Time;;Kl. 14:16
85225;Time;;Kl. 14:19
85253;title_name;":
Værsgo.";Pia Kjærsgaard
85290;title_name;":
Hr. Mattias Tesfaye.";Pia Kjærsgaard
85322;Time;;Kl. 14:16
85333;Time;;Kl. 14:19
85365;name_party;":
For det første må vi overholde det, som Den Europæiske Menneskerettighedsdomstol anbefaler, og det er maks. 14 dage. For det andet
skriger det her jo på internationale løsninger. Så vi kan godt hver for
sig i hvert vores land i Europa prøve at skrue ned for retssikkerheden
og sige, at på den måde beskytter vi os selv, men hvis vi vil løse
flygtningekrisen, bliver vi nødt til at finde nogle internationale løsninger, og så må vi gå ud i Europa og tale med EU og sige, at vi skal
lave en fordelingsnøgle, som er retfærdig over for de forskellige
medlemslande i EU, så vi ikke skal have 40.000 på en måned ligesom i Sverige f.eks., og så alle ligesom bidrager kollektivt til den opgave, det er. Det nytter bare ikke noget, at vi lukker os inde og lukker os sammen om os selv for kun at tage hensyn til Danmarks interesser.";Carolina Magdalene Maier
86210;name_party;":
Tak. Og tak for svaret. Vi vil meget gerne medvirke til det, hvis der
er noget, der kan blive mere klart. Men jeg tror også, vi skal huske
på, at det altså er de folkevalgte i kommunalbestyrelserne, som skal
udmønte de her beslutninger. Vi må også have en lillebitte smule tillid til, at de ikke tager fuldstændig åndssvage beslutninger. Men
grunden til, at jeg appellerer til Alternativet om at overveje enten at
få delt lovforslaget op og stemme for dele af det eller i hvert fald
skrive et betænkningsbidrag, er, at jeg tror, der er behov for, at bredere dele af Folketinget bakker op om nogle af de ting, vi vedtager
på flygtningeområdet. Jeg tror, at mange af dem, der håndterer de
her beslutninger i dagligdagen i kommunalbestyrelserne, også ville
have gavn af at se, at f.eks. et parti som Alternativet bakkede op om
nogle mere fleksible muligheder, og at der ikke går skyttegrav i den,
hver gang det er noget, der bliver fremsat af udlændingeministeren.";Mattias Tesfaye
87184;Time;;Kl. 14:17
87195;Time;;Kl. 14:19
